grid_id,lon,lat
G3194,90.14104889386412,23.67753649530728
G3312,90.14584844976913,23.682137584552716
G3429,90.1507462657909,23.682227835630705
G3195,90.14095065808759,23.68204717891876
G3430,90.15064834117648,23.686738554757806
G3196,90.14085239792924,23.68655785951968
G3544,90.1558395470176,23.673296446448383
G3778,90.1656346295055,23.67347609914735
G3545,90.15574183869118,23.67780719080213
G3662,90.1606395355291,23.67789711357948
G3779,90.16553725657884,23.67798688182457
G3663,90.16054197068888,23.682407874106474
G3546,90.15564410611135,23.682317932149648
G3780,90.16543985948192,23.682497661498104
G3547,90.15554634927443,23.68682867049044
G3664,90.16044438163316,23.686918631628018
G3313,90.14575035738089,23.686648284433193
G3314,90.14565224064872,23.6911589813039
G3197,90.14075411338538,23.69106853710955
G3431,90.15055039225969,23.69124927087642
G3432,90.15045241903685,23.69575998398606
G3315,90.14555409956891,23.695669675164357
G3198,90.1406558044523,23.69557921168788
G3433,90.15035442150428,23.700270694086235
